unit_id,cycle,temperature,voltage,vibration,pressure,fuel_flow,rpm,rul
1,25,0.2437934706209275,0.8903705505945602,0.23956087007410576,0.5692813674139819,0.10788338857425184,0.7542941340728082,129
1,26,0.21305946520824537,0.921352333237964,0.2510187033121759,0.6430929813523013,0.1891117701683227,0.7067340371519588,128
1,27,0.18841884565417355,0.8690508325499725,0.31940517114109634,0.5824184343945044,0.28138250904539475,0.723327085088638,127
1,28,0.24520187357293577,0.8897731906922465,0.24533581080170141,0.611382178816101,0.18212526079329128,0.8097263312169432,126
1,29,0.20689629798524067,0.8552666665993399,0.21004522150857086,0.6197228797826232,0.33513984960933274,0.7890100195693781,125
1,30,0.21856911172375115,0.8840230005316402,0.2980909131982401,0.6214581780814071,0.20237131935042973,0.8489302179946485,124
1,31,0.23640975141184728,0.9074247902853699,0.26286395943357577,0.5702736753290459,0.13954363080666887,0.882496038666776,123
1,32,0.2759634718551136,0.8706408265481868,0.24620328234287936,0.6627791642011941,0.15921338298794074,0.7136647982179034,122
1,33,0.24673902148348392,0.8642303678874145,0.2610226894654757,0.6037277985756532,0.25902268372342174,0.8622012677579809,121
1,34,0.23285427509796341,0.8831934578591897,0.19527573421340927,0.6047759305822243,0.18121754456307482,0.687981448783062,120
1,35,0.2069656566189395,0.8612094691152744,0.29631242683486214,0.5563771603053768,0.24250347872106315,0.7337710289398063,119
1,36,0.22515113761168526,0.8861232341509068,0.28614726314308114,0.6451274653004572,0.23217578220232982,0.7175388863713232,118
1,37,0.23044343018539637,0.8684572021328841,0.27657663550215283,0.5552743646005937,0.25100498529246007,0.7756314520813916,117
1,38,0.3122152434614114,0.8993050996628656,0.2448250684053228,0.5773279733324209,0.14814842489734548,0.7195382846005387,116
1,39,0.25079339380329313,0.8833514718915189,0.25152178604859066,0.558006369478305,0.10422016943984413,0.7450404275349924,115
1,40,0.2132943298154646,0.8457650027678244,0.2492238737400868,0.5704572255120183,0.13297900105303873,0.6570570665732118,114
1,41,0.3082639092027828,0.8279501660696328,0.24457838286383937,0.6302605465441463,0.45095972741066026,0.673775070793315,113
1,42,0.2384228902307095,0.858495163588428,0.3413116531007939,0.5231459217811546,0.240266718686881,0.7987021296691197,112
1,43,0.2642722345189319,0.8414010004866629,0.28211913556539303,0.5006764528084288,0.24328895246546112,0.7276301321646643,111
1,44,0.2610295824591291,0.8351808481133814,0.3050895705087028,0.5747744606595601,0.2725136316422929,0.7653205249338444,110
1,45,0.25851849958701023,0.843810695186637,0.26827403349114376,0.5405061777732275,0.25804885998729765,0.8765077274477406,109
1,46,0.3052949817153663,0.8489527756978353,0.26982585538751624,0.4801509687447191,0.3479220207148048,0.7537723608403175,108
1,47,0.27638824908629167,0.8030189710592727,0.32905566086576776,0.5241672995836296,0.19490367730459557,0.7027583346647472,107
1,48,0.27293645417341184,0.8366883801941675,0.2915123409401923,0.4934766315672664,0.2557739533131522,0.7406349254215177,106
1,49,0.31080232157559107,0.7807503267190347,0.29643923120627336,0.49175304148253496,0.2956803404998878,0.7032571079355738,105
1,50,0.22017001249788604,0.8365861773181812,0.3649287255900989,0.42010235833374854,0.3369773486013903,0.7030113249527636,104
1,51,0.27226033606822275,0.8056669463974165,0.2995164468871504,0.5071511112225892,0.3208676494424978,0.834811565770994,103
1,52,0.3111644244420406,0.8329641012086132,0.3719062495936569,0.4647295170612541,0.3404331701708805,0.6987808688071702,102
1,53,0.28202874830189817,0.8069090276729319,0.3500959408507156,0.39567812060986307,0.3403543980697974,0.7024806023138885,101
1,54,0.3171418942436206,0.8332284667338518,0.38108513419331325,0.4498485966931095,0.1840861210592415,0.707295169178281,100
1,55,0.25238701809961417,0.8043921840225478,0.37417836766540136,0.4338890220579005,0.24627116767962187,0.6419703799957472,99
1,56,0.2904929061514061,0.7870878206756303,0.30500485125667753,0.4097606034149447,0.3748957369439543,0.744822309580315,98
1,57,0.22638597498030832,0.8147441207507379,0.3332187770480324,0.40058433516621006,0.40927674033088435,0.5664372628287428,97
1,58,0.27893913691908345,0.8173217768099953,0.281736155329691,0.42504171894150733,0.32807023052610296,0.7534830255574001,96
1,59,0.2828543937514727,0.818563037618166,0.3734941642914926,0.3689556738610611,0.322287065101744,0.712224540141464,95
1,60,0.27775777273326296,0.7957447899583193,0.33650410741239434,0.3617535455870461,0.37741045506078197,0.6216375949432082,94
1,61,0.3025750330257766,0.8254131746019894,0.32052166962133954,0.30729227124311764,0.32681291205427154,0.7426102967966575,93
1,62,0.3099956708522684,0.8189084081717904,0.37750120709498924,0.35343856875722257,0.3540359094504886,0.83605763322139,92
1,63,0.3072314960556288,0.747868646386694,0.4061509940538647,0.2961841175401203,0.32729878526627654,0.7656757935906762,91
1,64,0.2703035693891713,0.7596161673030165,0.3033260334262393,0.27292808374995103,0.35325327991269617,0.7104854356195087,90
1,65,0.3283411181485325,0.7528039903704468,0.28361908681012515,0.2914722472404,0.2951255554243917,0.702427633106214,89
1,66,0.3443226892192497,0.7806701144529015,0.3896962323080616,0.286843978734174,0.36651327016683477,0.6223468651177342,88
1,67,0.322467603958553,0.7782248828229211,0.39567850349011613,0.25473891280782046,0.36954727410053545,0.6471711829006528,87
1,68,0.3280013377283697,0.7873810581515636,0.3060859559001412,0.21331621965562453,0.23765846199662266,0.5078238643073028,86
1,69,0.3155321202322048,0.7820374590401672,0.36698811633261474,0.2562473876952086,0.41539082771003355,0.7435509773075033,85
1,70,0.3370066694569276,0.7905269261324571,0.3836474846016643,0.2112385784513553,0.3052257131934293,0.5556282403235469,84
1,71,0.3171412603521846,0.7520092560547559,0.41148182316436366,0.29250201669648324,0.2557259315506475,0.674193819166734,83
1,72,0.3166358928366395,0.7650476137417815,0.38459367462952676,0.16064756417033232,0.41593121154820545,0.6047167824722242,82
1,73,0.33527218201663356,0.7298336984943808,0.37144306875137467,0.23268334391583456,0.34420250338292013,0.6616611182859489,81
1,74,0.36522960101838575,0.7743765775135413,0.3861111111768335,0.15974225726855507,0.4331678923389015,0.6142016806222785,80
1,75,0.3910822600065045,0.7513904048204617,0.3975037999787022,0.21798370399702927,0.4969567531710979,0.7676192608632233,79
1,76,0.36487952682429037,0.7428435995101365,0.4420728140428769,0.17129822572808473,0.39149394552730343,0.6256050848400547,78
1,77,0.3760938588377023,0.7186309589420264,0.3578206327190162,0.12420106711996359,0.2974077643050972,0.592893242923586,77
1,78,0.3626729995202207,0.7707136584272051,0.45199708057567456,0.1596543480762862,0.40066163028498547,0.591853269298406,76
1,79,0.36714339752090264,0.7310368731500855,0.44033630413969704,0.1788114820012353,0.4532758119105993,0.5392731300918538,75
1,80,0.37982482596623757,0.7757696220320297,0.43174047958788186,0.23897534566752276,0.39167174259462856,0.6475614880764471,74
1,81,0.3822959541143818,0.7154002943146446,0.4030123586032933,0.20285983592918622,0.33209082444249605,0.6485597613807796,73
1,82,0.4197336414586823,0.7220153179698218,0.42409795529312355,0.20346993877251363,0.3731055388453208,0.6616360837945332,72
1,83,0.33959970685492924,0.7034597354725179,0.3721047916511071,0.13589814035025738,0.49060801619470396,0.6543483139903821,71
1,84,0.37624892958652945,0.6754369951530627,0.34447390261294486,0.17061972252106328,0.5664682756108985,0.619519362714537,70
1,85,0.3853531017538805,0.7109403202238606,0.39598518100034497,0.1814989973468082,0.413812615526457,0.5806721287153911,69
1,86,0.42899681195717676,0.7040566776027285,0.47501492527003775,0.1709214053919953,0.4722826481677733,0.688187505857254,68
1,87,0.38252295108645606,0.674581892571832,0.502125350868091,0.1922408022395926,0.5110118770119105,0.5477300007383628,67
1,88,0.4573967810798467,0.6907269424553252,0.4712213714334834,0.2584291702174766,0.3960615857810432,0.510215338580331,66
1,89,0.4068731694390806,0.6926683602838727,0.41552745521931467,0.2315749114273017,0.38865397073281494,0.642078568167783,65
1,90,0.35517187369349745,0.6629366103186777,0.416549726265086,0.1867668096311158,0.4464843010672226,0.5502307110425599,64
1,91,0.421932605583053,0.6710122091821648,0.4845120546255951,0.18758234515993544,0.48221028183225645,0.6003530999609719,63
1,92,0.4451967804996333,0.6808382650267085,0.49273566902655164,0.3020277536973266,0.43317712990198753,0.531810987774896,62
1,93,0.41700949007209087,0.6438874362875421,0.4466406783549871,0.2084976657621922,0.4390225648472865,0.5687161255463982,61
1,94,0.44517448022828,0.6445260690032305,0.5232150214686714,0.27495226705685194,0.43777763354147536,0.498942606290508,60
1,95,0.4644735829423323,0.6590519686538007,0.4503449607337999,0.2569384282229481,0.4711297812547406,0.4776062933813219,59
1,96,0.459012752325215,0.620883685868635,0.5482909241782061,0.31390630489092175,0.4411666816294386,0.5550912849897061,58
1,97,0.38864859516009953,0.6220440944686337,0.49941044510753707,0.24436659945342432,0.511496367266929,0.656804339319299,57
1,98,0.42939978086000075,0.6235778901686938,0.5224144323148971,0.3505001849646169,0.38537178764250135,0.5370248545063583,56
1,99,0.5213265364858612,0.6020901714687211,0.47739709514508544,0.2922224195257048,0.4378410800772672,0.5685725712865666,55
1,100,0.4806466980844035,0.5945775752743437,0.5426531734721053,0.30032988306448427,0.5643319154120596,0.46887765101660106,54
1,101,0.4603317998298657,0.6364940439011167,0.5564165430304603,0.35026081188860814,0.36908271498380274,0.5397592915763172,53
1,102,0.4539839775868866,0.6251967561797495,0.48923449792761753,0.3647794248338345,0.43366507708547286,0.41506517882808036,52
1,103,0.5098581751395681,0.6201913067411561,0.5217924743041918,0.4150016626744314,0.46356893121248355,0.4956243010174257,51
1,104,0.5022236352890375,0.5975491502838758,0.5635558030115139,0.36110399083459477,0.4707123598105749,0.5771743864178143,50
1,105,0.46957566345587853,0.5559698969668955,0.6071823895667275,0.4848815110514678,0.47636337928867567,0.35552330276248845,49
1,106,0.4960714674018296,0.5938423534632852,0.5530115844661936,0.3730735520572742,0.5482676410460852,0.5110292043737779,48
1,107,0.46714344217877923,0.6085325417832438,0.6334177075625389,0.43468492618722265,0.4915209508101346,0.4616905630357384,47
1,108,0.5336967452066559,0.5539203918760148,0.5764248318692285,0.43195225173351715,0.6447315018920672,0.45384372454210586,46
1,109,0.5696598518344431,0.5612609781255405,0.596371805704028,0.4739737817228743,0.466257691912225,0.47108012933121013,45
1,110,0.5619646063129375,0.5716652112233122,0.5264587507897476,0.4795822780248874,0.46941801116053283,0.4312236934966629,44
1,111,0.5300046973752925,0.5381880768673281,0.5349614347599266,0.5146164854121077,0.5005713788518396,0.2798397525618601,43
1,112,0.560692604824147,0.572810473611021,0.570972411192641,0.4693640095108663,0.5980019660941429,0.4647343492113807,42
1,113,0.6126127784491411,0.5702766772385798,0.6136739638918893,0.5273337834640438,0.6022513922907544,0.4768354320414563,41
1,114,0.5855029170410715,0.5456117799766435,0.5923807069679803,0.5341864185905695,0.6060703812982817,0.5280201288885868,40
1,115,0.5416348048765272,0.5419596938805414,0.6234533877911839,0.5601034517801916,0.622598392054396,0.2764349272367974,39
1,116,0.5367150617041101,0.5290573597161535,0.5419799659058855,0.5526835476058148,0.5018978645752927,0.40462643967389433,38
1,117,0.5987024414222666,0.5342666434115032,0.5911069130795615,0.6019839938963713,0.6405200363311172,0.3477696948145472,37
1,118,0.5458841556604117,0.5448365723537657,0.6242972912219831,0.6440581276619285,0.5743314313639512,0.4514510342272089,36
1,119,0.5481354683436235,0.527497659328814,0.630965054823095,0.5961135998205042,0.47522539453318946,0.44420321614771097,35
1,120,0.5738586253293421,0.5012054594172487,0.6411244780320136,0.6951033911943906,0.4324991053397378,0.29506001835367157,34
1,121,0.5632233365565955,0.5457263251297536,0.6601185987029063,0.6992041321886723,0.5155330983961055,0.3134620353819828,33
1,122,0.6089207854272365,0.5113923253841232,0.6754082504000682,0.6821946533763349,0.6173999715606149,0.39078751786262345,32
1,123,0.6244989732035506,0.52065520697274,0.6097313718612594,0.6261834492191324,0.6722944423242421,0.4518299200188949,31
1,124,0.5784416047395118,0.46061096888265596,0.6734413453677865,0.7529884248831303,0.7321166404275128,0.40145266826988,30
1,125,0.6033408118921897,0.47421711750600026,0.6770883824147351,0.7251535780124688,0.5477863859018992,0.49533706501720176,29
1,126,0.6719771246620005,0.5093319096029184,0.652672277592746,0.7802506389407228,0.6658045475761978,0.3836703677889459,28
1,127,0.6626329102218325,0.49310233204183007,0.7145774635069413,0.7868309117716646,0.6516641999311492,0.2313702174551775,27
1,128,0.6350559881208417,0.46282308749165046,0.6540605805804647,0.8370494561757836,0.7517256566570278,0.43057241922555134,26
1,129,0.6462798357760873,0.49534117233355046,0.7037733842650984,0.7984056353024608,0.566885794395442,0.3609474996947124,25
1,130,0.6469245171587843,0.4353415162288511,0.7084399963731389,0.8010119285640133,0.7687216378028636,0.3868414523906427,24
1,131,0.6518355184149636,0.4605759951185949,0.7184272969586489,0.808560783501329,0.5800658038894775,0.3116972981504593,23
1,132,0.6362514981245833,0.42390681582537526,0.7408201180469374,0.8405464349473674,0.5386801946950999,0.3068099943909903,22
1,133,0.6931317646943134,0.4644394308784404,0.7648385307668297,0.838741693711942,0.6087150630686167,0.23710025400320456,21
1,134,0.6807097187816964,0.4443067957663037,0.7804767744546708,0.8856772651411776,0.6633018396936858,0.21976414332965533,20
1,135,0.667960711658464,0.43463917048543477,0.7379007343686512,0.8360827660124938,0.6957506830699738,0.2613656356221723,19
1,136,0.6655301898012815,0.4301308256430424,0.7382702904822298,0.8731973668607805,0.7035515526220748,0.21284873832702011,18
1,137,0.676345798182151,0.4465158182411436,0.7200431680545576,0.7982257518828931,0.5655347066200709,0.2824117266799908,17
1,138,0.6977864055635996,0.40847743390468116,0.8062095289245372,0.7856150725926713,0.7248221662252248,0.37575374238911663,16
1,139,0.6708475677724162,0.39662743918731713,0.7479062146191393,0.8538984632049916,0.6824899694139175,0.35995252004428324,15
1,140,0.763447764485188,0.39094674516376193,0.8435272017846673,0.8917178200115238,0.8298193372683542,0.2533055936548756,14
1,141,0.7207163391782387,0.3985635487366733,0.8931359628916524,0.9247564147215185,0.669899219729658,0.3157497406352858,13
1,142,0.7131859461062935,0.37457387010669796,0.8248691732635494,0.8997824586492512,0.743264380376,0.24606666775826969,12
1,143,0.740215180399677,0.386441336698475,0.7375016684503204,0.9249416303123364,0.664648890858917,0.14352156859276022,11
1,144,0.7355978480832457,0.37280548668565616,0.7862244031148884,0.9328393826356934,0.6470044522457123,0.204080477997713,10
1,145,0.7272088850536405,0.3633994796857719,0.8259684336894118,0.8698785020697847,0.7936085153601553,0.22757795789175317,9
1,146,0.6962375420166844,0.3178282688856675,0.8237126799302759,0.8979993843054964,0.7443996751986015,0.21430729014625172,8
1,147,0.7645410229267311,0.36993453062566106,0.794627415334324,0.8645652739409787,0.6842519340289588,0.22770333613282312,7
1,148,0.8010612848699223,0.33509833018931523,0.7558739197871407,0.8450385397506622,0.7087430069790379,0.16487418315517943,6
1,149,0.7601696222437424,0.3377210862815162,0.8362923334209837,0.9397010731895713,0.726283139906696,0.13749702844532874,5
1,150,0.7929368538017569,0.298851082692832,0.867225875262168,0.9042152969277352,0.7690039699969562,0.2904801655433369,4
1,151,0.7681238102403289,0.36479571252582577,0.8543957142997092,0.8528936402968866,0.7907019418958714,0.1085024395686871,3
1,152,0.7715014258563284,0.3240457054545113,0.8880580549471497,0.8720617069082147,0.859814996446977,0.2472076559824321,2
1,153,0.8420758956952847,0.31967463744649416,0.9226536898757842,0.8236442601140462,0.7785465317265219,0.10705578993331777,1
1,154,0.8111167464310878,0.29025621312780603,0.8795192441437993,0.9502595961661281,0.795674580983611,0.1832849594872359,0
2,1,0.20123608778074686,0.7127486116068619,0.13179118536568246,0.35963705603656737,0.2380439292223484,0.7355745786729293,262
2,2,0.18576576037657522,0.7081186638022888,0.10586456281630624,0.3707696066379462,0.2581984384752469,0.8429915655580194,261
2,3,0.2231964678199927,0.6948173594303709,0.06532727639402919,0.3896059385375369,0.0,0.8358198995714634,260
2,4,0.08282455751272455,0.6538655948066424,0.09233683559424855,0.4089364695274079,0.1197848082977373,0.7639823063545366,259
2,5,0.22842627588548337,0.6788408230602273,0.15210736800426072,0.40637777173515055,0.22622036901414044,0.9163030798678196,258
2,6,0.19269956072341288,0.6681406466381642,0.07403698693417643,0.4192060077106129,0.10644385561216096,0.7934813679549533,257
2,7,0.1676147013909126,0.7069987980853732,0.07907530746448355,0.42431677302576054,0.19182757378172322,0.8246095894006351,256
2,8,0.20724150990048762,0.6677364924791297,0.043532763869280566,0.48631676740869,0.1713519059041313,0.7169698668506026,255
2,9,0.20249992648041704,0.6971407129809369,0.027551006006354073,0.46883407546196765,0.2493002372443187,0.8339659124326602,254
2,10,0.20824956068106304,0.6589724792721371,0.08981450129819962,0.46297923257772167,0.16714438649207475,0.8661389589147408,253
2,11,0.2331239476564544,0.723524840278874,0.12289243865017924,0.48207180637954805,0.22400098569480598,0.8590061873993211,252
2,12,0.1941151903759022,0.6894461661500991,0.10692656552723451,0.49573123030577004,0.1511214637068956,0.7812924058429769,251
2,13,0.2093428861393345,0.6864909906161897,0.09123630659445608,0.5326521555617146,0.1754714318866648,0.8575556782130649,250
2,14,0.20234487624584796,0.6610009966595808,0.12832831045699095,0.5025818973204198,0.0892230326596648,0.7391964508735973,249
2,15,0.16219559503755265,0.6866914433376584,0.07167705618192166,0.5186463690822186,0.2435707934676299,0.8294353050685184,248
2,16,0.20138093396974166,0.6935124358079335,0.10176127451894601,0.4664362219361683,0.17740594378831553,0.663963160554512,247
2,17,0.19372928711266102,0.6846526024844576,0.11654518214005471,0.5908460373588752,0.21624471372236154,0.7734650158572363,246
2,18,0.20722732875691108,0.6735639093284614,0.08223318700095661,0.5922830003694871,0.1652547762567147,0.8584674961452998,245
2,19,0.21330410093494812,0.6644087793206263,0.11522744093273035,0.5900403916939171,0.2103956225730248,0.7552638826692597,244
2,20,0.16930436877395294,0.6723487539343102,0.10144550772146588,0.5393006536060979,0.2336250549836838,0.7233131899370655,243
2,21,0.18883821800578293,0.6849356335598443,0.16533759929315928,0.5309610445815419,0.3041719569959742,0.8138485546030221,242
2,22,0.20723727772620726,0.6845503936377207,0.09939497231653271,0.5794432475339552,0.30351855640049474,0.7735446589061381,241
2,23,0.22872397478589712,0.6684999209524535,0.08323052506460565,0.5522516919027874,0.2364966707472449,0.8974280974091768,240
2,24,0.19428545555163423,0.6769718117954237,0.04880957223783311,0.5858956830215966,0.09852280616555031,0.7423847057398236,239
2,25,0.20373242594809615,0.7070909398319837,0.18004426938124785,0.5767894141879261,0.3040607521152048,0.8174459880608511,238
2,26,0.19343201647899577,0.6884703889440033,0.08934110777563897,0.6037775779947568,0.17994500654930934,0.7092493724464397,237
2,27,0.1537585559701924,0.6922812629816956,0.07880092583226728,0.5808804036747325,0.20881748852617954,0.8521279810330615,236
2,28,0.2044109677027901,0.6650445229694294,0.12955619616890612,0.6579924086645746,0.24239361263792203,0.8630946749934489,235
2,29,0.23588880127400258,0.7005642786542233,0.1099571417068298,0.6239041709243757,0.24479689629259505,0.7267349671918535,234
2,30,0.22094000000685088,0.6494261114224215,0.06387849316739908,0.6479973801064424,0.2672136253545103,0.8951963974942181,233
2,31,0.19351696010271313,0.652811458165763,0.08312908567881955,0.6045970113918716,0.21644420128920805,0.8712365155680133,232
2,32,0.19169534036450253,0.6825561593995034,0.05906936216818526,0.6146209248641014,0.2120725315619465,0.7470910367154568,231
2,33,0.19612464486294234,0.670900011719565,0.08382918941994366,0.6578904919693932,0.20598277666818454,0.779375544898063,230
2,34,0.14299265479851653,0.6556995535085902,0.08494078447367659,0.5682255859905244,0.30694777210565904,0.7836835459631954,229
2,35,0.24194175288301034,0.6742656371463865,0.09582917035197508,0.5846417397671072,0.21452415274607817,0.9061417065922979,228
2,36,0.13824053394462055,0.6315836489382437,0.07743584811371096,0.5830441676641461,0.26180701683775087,0.8236740072123085,227
2,37,0.19519481282154505,0.6919839203090791,0.13072271524042756,0.5830372385600661,0.2811095962940855,0.8096265824556437,226
2,38,0.19094949900919322,0.6845928543839505,0.10108528187810956,0.570003046142663,0.3165192078378283,0.6303563132945822,225
2,39,0.16704822329859814,0.6454718463795016,0.08629775774163295,0.5537237532985614,0.11573727152623148,0.7253630440583443,224
2,40,0.18411275453334364,0.7184690622230551,0.1593306121962681,0.5402414209437482,0.1940499836356091,0.7136384898281851,223
2,41,0.1547117818066267,0.665329549691868,0.06720274621977451,0.5430578883595046,0.11129984030421536,0.737989772192374,222
2,42,0.21527803436842685,0.674176125699555,0.11533274641691899,0.49061117383505837,0.2783760113215532,0.734463123537459,221
2,43,0.2302944320823519,0.6655647350204409,0.056707530806185624,0.5159433381003381,0.24623302584733375,0.8259506272025916,220
2,44,0.2088729717462139,0.6958581784149286,0.13710360710188274,0.5076848726725985,0.27325800089560626,0.9113718432831481,219
2,45,0.27079043306905404,0.6388842569848007,0.07385391690268162,0.5577552011064578,0.15188802557596315,0.6970760378592977,218
2,46,0.2009306079186972,0.6712873835665897,0.10239348523327685,0.4717303242837928,0.17890252175128407,0.7359290387137258,217
2,47,0.19059105738679272,0.7079958763014816,0.11683785016059772,0.5137443815263952,0.19247298059781093,0.7692742222921747,216
2,48,0.19647613908064998,0.6068878940644912,0.062248598481288,0.4072274613344177,0.07438458281467564,0.7020421812599904,215
2,49,0.2566418798157808,0.6586869999883768,0.15221448733396914,0.4724186424671891,0.28066373124583266,0.7201637207651692,214
2,50,0.23454263274562726,0.6732720875163779,0.09128620096044054,0.4647744195040394,0.26711738451471323,0.7419906557733726,213
2,51,0.18795433814905582,0.633367139203339,0.11456690722965224,0.44352164851005116,0.176285412441747,0.7785173347513041,212
2,52,0.2381706224401996,0.6687886988114701,0.1645581829264482,0.4633977971854898,0.16328900899957688,0.8857964303546877,211
2,53,0.20741688168169548,0.6762945973949327,0.11644124951138701,0.39076470156756715,0.1098673405975521,0.763092564139563,210
2,54,0.17879934874127235,0.6735566579781948,0.16591950351455975,0.3636104595212317,0.25379630159315125,0.7255763063444209,209
2,55,0.2069759169598413,0.6684644313448339,0.11546381968599417,0.4385410490862566,0.2019119455879912,0.8372336026226532,208
2,56,0.22922961650121354,0.6676966207930607,0.10318020150019186,0.36209484651059665,0.22792980960410114,0.7157672486147173,207
2,57,0.24682875405608318,0.6635285706128357,0.13913729111513606,0.4037184578951082,0.3350420862449981,0.7446499569910252,206
2,58,0.23970705934237735,0.6364607927500517,0.12151530656405868,0.31513169997434676,0.34783040628509587,0.7916859344150351,205
2,59,0.2238499563072196,0.6720632670652765,0.04988632035000279,0.25188853416852686,0.2933062777351707,0.770485087861726,204
2,60,0.23871387869870242,0.6196888403671997,0.1227204909378874,0.37877761456072434,0.29649491952259766,0.7762728927710074,203
2,61,0.22003946201238223,0.6373012360748725,0.05405693586822247,0.30422165978973215,0.29922166201390854,0.6606116421016364,202
2,62,0.2149189126519413,0.6205275648628267,0.09420433006283968,0.2838033158733927,0.102257268421164,0.8025970835558254,201
2,63,0.25727067223963807,0.6375897268030603,0.0452283620891597,0.23405172309032707,0.3280624620266841,0.5790632473000596,200
2,64,0.2267124612758482,0.6174156509757144,0.15599648883937733,0.23255913885379953,0.27330410225838286,0.7965439785403816,199
2,65,0.2913672358434207,0.635877895416267,0.1432181393270916,0.19183035145562843,0.32787857089873707,0.7082681334592078,198
2,66,0.22329938396658044,0.6381729807426234,0.0802043385230321,0.23975994721867244,0.3141623827643627,0.7757703122447646,197
2,67,0.19491443173070744,0.6347271743742141,0.15840893469859196,0.15445922736163342,0.17735033712199466,0.8124914086962367,196
2,68,0.250209379361672,0.6441901265472173,0.197123267759731,0.225390543187322,0.2960047518522557,0.9310792379628405,195
2,69,0.23762921279424076,0.6182347065658603,0.1510405508309598,0.21369523272955226,0.21726247393743026,0.6844630665833027,194
2,70,0.31221814337023623,0.6396084143783324,0.11401310399467512,0.22024344520780526,0.24695722976553447,0.7339578295487106,193
2,71,0.2630530919379779,0.6053279572166427,0.1516986441238426,0.24554415622015258,0.28734375969413817,0.7243194340602574,192
2,72,0.23355734457333877,0.6217368911512783,0.13312290532226623,0.15642846318415238,0.3192751157273288,0.6338869198425758,191
2,73,0.27474026209604396,0.6208732461698788,0.1557389434018298,0.12185999911786116,0.3486639849957651,0.8273333257528981,190
2,74,0.2790940537961897,0.5963522051559605,0.17242598062521142,0.16773326401771205,0.15162753111378757,0.7425662409246194,189
2,75,0.26339302973297674,0.636830989465604,0.15239773951254743,0.1567243128404322,0.3614977292150028,0.8228001465699961,188
2,76,0.1713074986358799,0.6175817139071463,0.14269979861397086,0.07891469129491857,0.2696864975651265,0.8226368441002319,187
2,77,0.2244776253154599,0.6292911806277292,0.11940280924621566,0.11109058830986174,0.3648416619658972,0.7036787436543954,186
2,78,0.27094984453970317,0.5829536011472302,0.21355003566068997,0.15080948640188319,0.2540835766010334,0.7752024437489289,185
2,79,0.21831071877528263,0.6433012817715825,0.142539112687754,0.11848541901325638,0.2347472381143969,0.6977949459546502,184
